humbert	0.0	16.0
balsan	0.0	1.0
undo	2.0	2.0
stripped-down	0.0	1.0
drumbeat	0.0	1.0
bagpip	0.0	2.0
punctuat	4.0	3.0
clank	0.0	1.0
creak	1.0	1.0
neigh	0.0	1.0
hoov	0.0	2.0
chirp	1.0	2.0
nonprofession	0.0	1.0
emotionless	3.0	3.0
inflect	1.0	4.0
scrap-pil	0.0	1.0
joust	0.0	1.0
re-evalu	0.0	3.0
stewardess	2.0	1.0
liotta	6.0	5.0
cockpit	1.0	0.0
souza	3.0	0.0
26th	1.0	0.0
fewest	1.0	0.0
better-mad	0.0	1.0
malick	4.0	17.0
quandari	1.0	3.0
tarkovskian	0.0	1.0
watcher	18.0	2.0
ticking-clock	1.0	0.0
spader	11.0	6.0
burnt-out	1.0	0.0
trusti	5.0	3.0
clay	3.0	3.0
ayer	1.0	0.0
charban	1.0	0.0
dogstar	1.0	0.0
methodolog	1.0	0.0
camera-work	1.0	1.0
discord	2.0	2.0
self-import	4.0	0.0
jackal-bas	0.0	1.0
aidan	2.0	2.0
concordia	0.0	1.0
factual	0.0	2.0
ramirez	3.0	3.0
double-person	0.0	1.0
uninform	0.0	2.0
beforehand	0.0	2.0
build-up	2.0	6.0
crank	4.0	3.0
cold-hearted	0.0	1.0
duguay	2.0	2.0
tinker	2.0	1.0
krishna	0.0	1.0
banji	0.0	1.0
scarborough	1.0	1.0
1982	0.0	1.0
kiefer	1.0	2.0
anti-shark	1.0	0.0
repel	4.0	4.0
pathetic-look	1.0	0.0
disaster	1.0	1.0
retur	1.0	0.0
bevi	1.0	0.0
ice-cold	1.0	0.0
ivi	19.0	2.0
steroid	4.0	1.0
bane	4.0	0.0
vendela	2.0	0.0
degen	1.0	0.0
homefront	1.0	0.0
pennyworth	1.0	0.0
gough	6.0	2.0
silverston	17.0	1.0
multimillion	1.0	0.0
neon	4.0	0.0
moreso	1.0	1.0
revamp	1.0	2.0
batcav	4.0	0.0
emblem	1.0	0.0
utterly-pointless	1.0	0.0
gotham	7.0	1.0
observatori	1.0	0.0
afr	1.0	0.0
solemn	2.0	1.0
top-bil	3.0	2.0
near-unintelligbl	1.0	0.0
permut	1.0	0.0
lackadas	1.0	0.0
villai	1.0	1.0
reassess	2.0	1.0
offscreen	2.0	1.0
half-bad	1.0	0.0
sooooo	0.0	2.0
lime-color	0.0	1.0
linoleum	0.0	1.0
sparki	0.0	1.0
louisiana	2.0	5.0
penitentiari	1.0	1.0
e-block	0.0	2.0
deleg	1.0	5.0
camaraderi	1.0	1.0
frail	1.0	3.0
cajun	1.0	1.0
hutchison	0.0	1.0
diagnos	0.0	2.0
tumor	2.0	1.0
fantasy/allegori	0.0	1.0
spiritualist	2.0	2.0
preternatur	0.0	1.0
penalti	0.0	1.0
shroud	0.0	2.0
voodoo-lik	0.0	1.0
healer	0.0	1.0
mick	1.0	0.0
jagger	3.0	0.0
abe	2.0	1.0
lincoln	3.0	3.0
antihero	1.0	1.0
aussi	2.0	1.0
b/w	1.0	0.0
3-year	1.0	0.0
waylon	1.0	0.0
jen	1.0	4.0
shel	1.0	0.0
silverstein	1.0	0.0
class-divid	1.0	0.0
landown	2.0	0.0
clarissa	1.0	0.0
abet	2.0	1.0
saloon	1.0	0.0
decoy	1.0	0.0
shrill	2.0	0.0
geekish	0.0	1.0
chutzpah	0.0	1.0
songwrit	1.0	2.0
outstrip	0.0	1.0
part-own	0.0	1.0
knocked-out	0.0	1.0
pixar	0.0	15.0
full-spe	0.0	1.0
cachet	0.0	1.0
covet	3.0	2.0
humid	1.0	3.0
note-perfect	0.0	1.0
go-round	2.0	1.0
flashy-new-th	0.0	1.0
lightyear	0.0	4.0
tug	2.0	3.0
catalyz	0.0	2.0
avid	3.0	5.0
sizabl	2.0	1.0
cent	3.0	4.0
screed	0.0	1.0
retent	0.0	1.0
wronghead	0.0	1.0
sappiest	0.0	1.0
mclachlan	0.0	3.0
seat-of-the-p	0.0	1.0
energ	1.0	2.0
near-const	1.0	1.0
bellylaugh	0.0	1.0
reflex	1.0	3.0
gill	3.0	2.0
mind-bend	0.0	1.0
humil	0.0	1.0
concurr	2.0	2.0
howdi	0.0	1.0
doodyish	0.0	1.0
face-to-fac	0.0	4.0
opening-night	0.0	1.0
near-uproar	0.0	1.0
alacr	0.0	1.0
tot-friend	0.0	1.0
eye-candi	1.0	3.0
lasset	0.0	3.0
brannon	0.0	2.0
unkrich	0.0	1.0
docter	0.0	1.0
hsaio	0.0	1.0
chamberlain	1.0	1.0
calahan	0.0	1.0
small-town	7.0	1.0
good-heartedfrom	1.0	0.0
meanspirit	1.0	0.0
moxin	1.0	0.0
canaan	5.0	1.0
badger	2.0	0.0
second-to-last	1.0	0.0
feud	2.0	4.0
overstay	2.0	1.0
hasten	1.0	0.0
1983	1.0	0.0
inauspici	3.0	0.0
iliff	2.0	1.0
extem	2.0	0.0
104-minut	1.0	0.0
washout	1.0	0.0
well-shot	1.0	0.0
low-calib	1.0	0.0
cut-and-past	1.0	0.0
wessel	0.0	1.0
clinch	0.0	1.0
inhibit	1.0	4.0
lefti	4.0	7.0
idiosyncrasi	1.0	1.0
piston	6.0	1.0
ot	1.0	1.0
nicer	3.0	0.0
bierko	1.0	2.0
co-creat	1.0	1.0
maddeningly-long	1.0	0.0
co-pen	1.0	0.0
sentient	2.0	1.0
collaps	5.0	10.0
flammabl	0.0	1.0
inciner	0.0	1.0
non-matine	0.0	1.0
dimesion	0.0	1.0
dragonheart	2.0	1.0
rational	2.0	0.0
cash-milk	1.0	0.0
discredit	2.0	1.0
neo-slash	1.0	0.0
falling-out	1.0	0.0
karla	11.0	5.0
tyrel	3.0	3.0
mekhi	1.0	2.0
phifer	3.0	3.0
station-giveaway	1.0	0.0
peachi	1.0	0.0
string-bas	1.0	0.0
belittl	1.0	1.0
nutcas	1.0	2.0
giveaway	3.0	2.0
lessen	1.0	2.0
hurry-up-and-wait	1.0	0.0
chocolat	0.0	3.0
stagnat	1.0	1.0
indecis	0.0	1.0
ameli	0.0	1.0
tautou	0.0	1.0
well-develop	2.0	4.0
caf	0.0	1.0
vin	0.0	4.0
liked-	0.0	1.0
mathieu	0.0	1.0
kassovitz	0.0	1.0
colloqui	0.0	1.0
story-lin	5.0	3.0
outta	2.0	2.0
loves/h	0.0	1.0
thou	3.0	4.0
giovanni	3.0	5.0
ribisi	5.0	10.0
lame-brain	4.0	0.0
baylor	0.0	2.0
landladi	1.0	2.0
leukemia	2.0	1.0
leo	23.0	12.0
drummond	0.0	1.0
rainmak	0.0	7.0
half-cyn	0.0	1.0
high-stak	0.0	3.0
polti	1.0	0.0
thirty-six	2.0	0.0
restat	1.0	0.0
ecclesiast	1.0	0.0
faculti	7.0	11.0
fraction	3.0	0.0
unworthi	4.0	1.0
snatcher	4.0	2.0
day-styl	1.0	0.0
parasit	1.0	2.0
craven-direct	1.0	0.0
elijah	7.0	6.0
puberti	3.0	1.0
stendhal	0.0	7.0
symptom	0.0	3.0
patchi	1.0	1.0
soavi	0.0	1.0
graziella	0.0	1.0
magherini	0.0	1.0
asia	1.0	4.0
manni	0.0	4.0
rapist-kil	0.0	1.0
alfredo	0.0	3.0
kretschmann	0.0	2.0
bystand	0.0	5.0
lumpi	0.0	1.0
cop-hunting-kil	0.0	1.0
psycho-sexu	1.0	1.0
candour	0.0	1.0
hallucinogen	0.0	1.0
sergio	2.0	4.0
stivaletti	0.0	1.0
rotunno	0.0	1.0
leonardi	0.0	1.0
circular	2.0	3.0
melodi	0.0	5.0
nauseous	2.0	0.0
lope	2.0	0.0
brazilian	5.0	0.0
aroma	1.0	0.0
sensual	4.0	10.0
waft	1.0	0.0
bahia	1.0	0.0
toninho	4.0	0.0
oliveira	1.0	1.0
murilo	1.0	0.0
cio	1.0	0.0
loafer	1.0	0.0
perrineau	1.0	3.0
irrevers	1.0	0.0
feurerstein	1.0	0.0
whiff	3.0	1.0
despond	3.0	1.0
guitar	3.0	3.0
tabasco	1.0	1.0
vanna	1.0	0.0
reform	5.0	3.0
chic	3.0	1.0
blondi	0.0	1.0
`darn	0.0	2.0
loverboy	0.0	1.0
dusti	0.0	4.0
`stud	0.0	1.0
whol'o	0.0	1.0
paralys	0.0	2.0
talkin	1.0	2.0
transistor	0.0	1.0
half-scar	0.0	1.0
filthi	1.0	3.0
wanna	5.0	6.0
cup'a'coffe	0.0	1.0
somewhat-childish	0.0	1.0
ciggi	0.0	1.0
what'r	0.0	1.0
faggot	1.0	1.0
unfound	0.0	1.0
coconut	0.0	1.0
miranda	2.0	8.0
saim	2.0	0.0
vidnov	2.0	0.0
overthrow	5.0	1.0
tuptim	1.0	0.0
i	3.0	0.0
rankin	1.0	0.0
bakalian	1.0	0.0
jacqelin	1.0	0.0
seidler	1.0	0.0
rodger	5.0	0.0
hammerstein	2.0	0.0
cringing-	1.0	0.0
unmag	1.0	0.0
uneffect	1.0	0.0
emotion-	1.0	0.0
darrel	3.0	0.0
kidlet	1.0	0.0
films-	1.0	0.0
disgrac	3.0	4.0
kgb	1.0	4.0
arctic	0.0	2.0
ukrain	0.0	1.0
action-pack	1.0	4.0
italian-lik	0.0	1.0
sort-of	0.0	2.0
nuclear-weapon	0.0	1.0
high-fli	2.0	1.0
side-split	0.0	4.0
sure-fir	2.0	1.0
world-wid	0.0	2.0
lisbon	3.0	0.0
sprinkler	1.0	0.0
kirsten	1.0	3.0
dunst	2.0	3.0
lux	1.0	0.0
pare	1.0	1.0
cruiser	6.0	1.0
leash	3.0	0.0
sofia	1.0	0.0
butt-head	1.0	8.0
snigger	1.0	1.0
lude	0.0	2.0
deplor	0.0	3.0
sofa	1.0	1.0
unbeknown	0.0	1.0
dc	2.0	3.0
infra-r	0.0	1.0
geyser	2.0	1.0
amercian	0.0	1.0
kara	2.0	3.0
all-too-brief	3.0	0.0
loot	3.0	5.0
mishear	1.0	0.0
haul	4.0	1.0
one-nam	1.0	0.0
cretin	2.0	0.0
fairfax	1.0	0.0
white-hair	1.0	1.0
kristofferson	2.0	2.0
brown-hair	1.0	0.0
thief-th	1.0	0.0
imper	1.0	0.0
novelti	4.0	3.0
one-h	1.0	0.0
playback	1.0	0.0
102-minut	2.0	0.0
loop	4.0	4.0
single-minded	1.0	1.0
crackl	3.0	1.0
psychodrama	1.0	1.0
ericson	1.0	0.0
va-va-va-voom	1.0	0.0
allman	1.0	0.0
antagonists-as-protagonist	1.0	0.0
tarantino-look	1.0	0.0
hero-less	1.0	0.0
botched-robberi	1.0	0.0
dogs-could	1.0	0.0
vergil	0.0	2.0
tibb	0.0	16.0
bigot	0.0	3.0
jewison	3.0	12.0
pedant	0.0	1.0
analys	0.0	1.0
stentorian	0.0	1.0
steiger	2.0	8.0
mister	0.0	1.0
congratul	4.0	5.0
edison	2.0	1.0
similarly-them	1.0	0.0
charasmat	1.0	0.0
farrel	6.0	1.0
macht	2.0	0.0
mccormack	2.0	1.0
comanch	1.0	0.0
nathaniel	1.0	1.0
arcand	1.0	0.0
reb	1.0	0.0
missouri	5.0	0.0
avarici	1.0	0.0
thaddeus	3.0	0.0
allan	2.0	2.0
pinkerton	2.0	0.0
ty	1.0	0.0
james-young	1.0	0.0
mimm	1.0	0.0
politically-correct	1.0	1.0
-drench	1.0	0.0
roderick	1.0	1.0
mayfield	1.0	0.0
reichl	1.0	0.0
rabin	1.0	0.0
gallop	1.0	2.0
re-visit	1.0	0.0
scatter-brain	0.0	2.0
crime-gone-wrong	0.0	1.0
laziest	0.0	2.0
borderline-psychot	0.0	1.0
cheater	0.0	1.0
berat	0.0	2.0
tournament	3.0	1.0
absurdist	0.0	2.0
nymphomaniac	0.0	1.0
repay	0.0	1.0
avant-gard	1.0	4.0
creedenc	0.0	1.0
clearwat	0.0	1.0
anticlimact	0.0	3.0
subcultur	1.0	1.0
well-funct	0.0	1.0
un-dynam	0.0	1.0
knowin	0.0	1.0
takin	0.0	1.0
meaning-fre	1.0	0.0
wilt	1.0	1.0
barcelona	1.0	2.0
metropolitan	1.0	2.0
shana	1.0	0.0
larsen	1.0	1.0
casey	3.0	8.0
chappell	2.0	1.0
gabi	4.0	0.0
hoffmann	1.0	0.0
kellner	1.0	0.0
plimpton	5.0	0.0
rudd	7.0	0.0
risa	1.0	1.0
bramon	1.0	0.0
noho	1.0	0.0
carton	1.0	0.0
conquest	4.0	0.0
post-parti	1.0	0.0
dope	3.0	0.0
kleiser	0.0	3.0
bubble-gum	0.0	1.0
greas	1.0	20.0
lagoon	3.0	1.0
film--on	0.0	2.0
birdsal	0.0	2.0
gavin	8.0	17.0
31-year-old	1.0	1.0
who--gasp--i	0.0	1.0
30-year-old	0.0	1.0
redgrav	2.0	6.0
45-year-old	0.0	1.0
metamorphosi	0.0	1.0
introvers	0.0	1.0
self-confid	0.0	3.0
gielgud	1.0	2.0
twenty-year-old	0.0	1.0
satirist	1.0	1.0
heywood	0.0	1.0
ined	0.0	1.0
scald	0.0	1.0
sauc	0.0	2.0
winthrop	0.0	1.0
idea---a	1.0	0.0
villains---and	1.0	0.0
villain/hero	1.0	0.0
partner-in-crim	1.0	0.0
however---not	1.0	0.0
shot---a	1.0	0.0
rehabilit	1.0	3.0
prositut	1.0	0.0
alexi	1.0	0.0
spici	1.0	1.0
s&m	3.0	1.0
dominatrix	1.0	0.0
purpros	1.0	0.0
happy-go-lucki	2.0	2.0
terrarium	0.0	1.0
trench-coat	0.0	1.0
fishi	2.0	1.0
telepath	2.0	3.0
god-lik	2.0	1.0
reality-warp	0.0	1.0
shootout	3.0	4.0
propon	1.0	1.0
existentialist	0.0	2.0
conformist	0.0	1.0
sanction	0.0	2.0
overturn	2.0	3.0
freud	0.0	3.0
kant	0.0	1.0
kafka	1.0	2.0
dostoevski	0.0	2.0
beckinsal	5.0	4.0
chelsom	5.0	0.0
unreason	3.0	1.0
anti-grav	1.0	0.0
bloomingdal	2.0	0.0
fedex	1.0	0.0
blatanc	1.0	0.0
trager	1.0	0.0
flabbergast	2.0	0.0
pacifi	1.0	0.0
cholera	1.0	0.0
non-stori	1.0	0.0
brokedown	1.0	0.0
snarki	1.0	0.0
predestin	2.0	1.0
sabbat	0.0	1.0
intial	0.0	2.0
script-writ	0.0	1.0
gad	0.0	1.0
hiroshima	0.0	2.0
a'	0.0	1.0
jack/ros	0.0	2.0
vocabulari	2.0	2.0
bombard	2.0	2.0
shock-factor	0.0	1.0
heart-wrench	0.0	3.0
directing-wis	0.0	1.0
bloomin	0.0	1.0
nope	5.0	2.0
kahl	4.0	0.0
northwest	4.0	1.0
mayber	1.0	0.0
right-w	1.0	2.0
oklahoma	1.0	0.0
right-wing	1.0	0.0
sensationalist	1.0	1.0
lowri	2.0	0.0
potray	1.0	1.0
elexa	0.0	1.0
skinhead	0.0	21.0
shave	4.0	5.0
infiltr	3.0	3.0
randolph	0.0	1.0
kret	0.0	3.0
shaun	0.0	1.0
affront	0.0	1.0
accost	1.0	2.0
beget	0.0	1.0
condon	2.0	4.0
comeupp	4.0	2.0
pariah	0.0	1.0
eyelid	2.0	0.0
thrill-shot	1.0	0.0
letter-writ	1.0	0.0
hello	4.0	1.0
haim	0.0	3.0
masterpeic	0.0	1.0
bligh	0.0	1.0
tenni	0.0	2.0
complexion	0.0	2.0
manhol	0.0	1.0
soulmat	0.0	1.0
pep	0.0	5.0
cappi	0.0	8.0
washer/dry	0.0	1.0
undertsand	0.0	1.0
punctur	1.0	3.0
grusin	0.0	1.0
3-dimension	0.0	1.0
kerri	0.0	3.0
ciro	0.0	1.0
popitti	0.0	1.0
rina	0.0	1.0
streetwalk	1.0	1.0
cliche-spew	1.0	0.0
mckenney	1.0	0.0
envok	1.0	0.0
`we	0.0	2.0
-sound	0.0	1.0
capon	0.0	6.0
squaddi	0.0	1.0
floyd	0.0	2.0
jamaican	1.0	6.0
woo-styl	0.0	1.0
brotherhood	0.0	1.0
kingston	0.0	1.0
woni	0.0	2.0
bradshaw	0.0	2.0
shipment	0.0	1.0
ratti	0.0	2.0
danver	3.0	2.0
hyperkinet	0.0	1.0
squib	0.0	1.0
`loos	0.0	1.0
smuggler	0.0	2.0
regga	0.0	2.0
grammi	0.0	1.0
maxi	0.0	1.0
hancock	0.0	1.0
desmond	2.0	4.0
ballentin	0.0	1.0
deporte	0.0	1.0
`gangsta	0.0	1.0
ninjaman	0.0	1.0
six-month	0.0	1.0
jamaica	4.0	2.0
six-str	0.0	1.0
blackwel	0.0	1.0
ringo	0.0	2.0
cinephil	1.0	0.0
unoffici	1.0	1.0
battery-charg	1.0	0.0
mosey	2.0	0.0
saccharin	7.0	2.0
noggin	1.0	0.0
articul	3.0	5.0
[stick	1.0	0.0
misfit	3.0	1.0
movie]	1.0	0.0
pleaser	1.0	1.0
loutish	1.0	0.0
merg	3.0	3.0
ravel	1.0	3.0
horrid	9.0	0.0
schlubbi	1.0	0.0
mojo	2.0	7.0
zelllweg	1.0	0.0
widest	1.0	0.0
soft-boil	1.0	0.0
tarantino-esqu	1.0	0.0
evinc	2.0	0.0
occup	1.0	4.0
feral	2.0	1.0
revelatori	1.0	1.0
thirty-year-old	2.0	0.0
insinu	2.0	1.0
kinship	1.0	3.0
sub-them	1.0	0.0
jell	1.0	0.0
diet	1.0	2.0
imaginari	2.0	1.0
don'tcha	1.0	0.0
kennif	1.0	0.0
00s	1.0	0.0
delus	2.0	1.0
decaprio	0.0	2.0
in-clud	0.0	1.0
dennehi	1.0	2.0
poslethwait	0.0	1.0
sus-pect	0.0	1.0
montagu	0.0	2.0
rapier-9mm	0.0	1.0
longsword-	0.0	1.0
mercutio	0.0	1.0
afri-can-american	0.0	1.0
na-tur	0.0	1.0
margoyl	0.0	2.0
dynasti	0.0	2.0
sub-titl	1.0	1.0
prob-lem	0.0	1.0
plunk	1.0	0.0
starbuck	2.0	4.0
frappacino	1.0	0.0
sunda	1.0	0.0
can-can	1.0	0.0
inventor	3.0	2.0
bulletproof	1.0	1.0
vest	2.0	1.0
shoot-first-then-shoot-some-mor	1.0	0.0
two-man	1.0	0.0
vaudevillian	1.0	0.0
debonair	1.0	1.0
buckwheat	1.0	0.0
coo	5.0	2.0
latitud	1.0	0.0
bankabl	2.0	3.0
cog	2.0	1.0
pulley	1.0	0.0
gizmo	3.0	1.0
comic-book	1.0	4.0
broader	1.0	2.0
syring	0.0	1.0
caller	1.0	2.0
amnesiac	0.0	2.0
liddl	0.0	1.0
tatopol	0.0	1.0
1920s-60s	0.0	1.0
dickens-era	0.0	1.0
nighthawk	0.0	1.0
ghoul	0.0	1.0
quay	0.0	1.0
increment	0.0	1.0
caffein	0.0	2.0
rippl	1.0	1.0
open-end	0.0	1.0
non-liter	0.0	1.0
iroquoi	0.0	1.0
bicentenni	1.0	0.0
asimov	3.0	0.0
positron	1.0	0.0
thurral	1.0	0.0
discrimin	1.0	2.0
17th	5.0	1.0
fairytal	1.0	3.0
unresolv	2.0	3.0
julius	1.0	0.0
vern	1.0	2.0
leboswki	0.0	1.0
what'sgoingonaroundher	0.0	1.0
sloth	0.0	2.0
roach	6.0	7.0
two-room	0.0	1.0
squalor	0.0	2.0
ragtag	1.0	2.0
crimes-gone-wrong	0.0	1.0
predica	1.0	6.0
nam	0.0	1.0
sheet	7.0	2.0
hispan	0.0	2.0
lavend	0.0	2.0
all-purpl	0.0	1.0
skin-tight	1.0	1.0
embroid	1.0	1.0
fingernail	0.0	11.0
roseann	0.0	1.0
14-year-old	0.0	4.0
redman@bvoic	0.0	1.0
eaddress	0.0	1.0
estuff	0.0	1.0
landon	3.0	0.0
krike	1.0	0.0
meerson	1.0	0.0
leonowen	1.0	0.0
thailand	2.0	1.0
imperialist	1.0	0.0
stern-	1.0	0.0
mother-who-loves-you	1.0	0.0
diffus	3.0	0.0
deathb	1.0	3.0
mourn	3.0	3.0
semi-	1.0	1.0
composur	1.0	0.0
tennant	3.0	0.0
flora	1.0	0.0
fauna	1.0	0.0
abysm	5.0	0.0
sangfroid	1.0	0.0
ill-advis	4.0	0.0
soon-to-b	3.0	2.0
paramed	0.0	4.0
sullivan	0.0	9.0
lumin	2.0	4.0
seemingly-harmless	0.0	1.0
affin	1.0	2.0
unstabl	4.0	6.0
well-drawn	0.0	2.0
featherston	3.0	3.0
mercuri	9.0	8.0
dialogue-driven	0.0	1.0
motionless	0.0	1.0
elitist	1.0	2.0
clump	0.0	1.0
mandingo	18.0	0.0
maltin	1.0	0.0
potboil	4.0	0.0
maxwel	6.0	2.0
trader	4.0	3.0
mede	6.0	0.0
niger	1.0	0.0
blanch	7.0	0.0
grandchild	1.0	0.0
wench	2.0	0.0
derogatori	2.0	0.0
wedlock	2.0	0.0
sex-starv	1.0	0.0
half-black	1.0	0.0
sexploit	2.0	0.0
miscegen	1.0	0.0
blaxploit	2.0	5.0
quickly-mad	1.0	0.0
studio-financ	1.0	0.0
laurentii	1.0	0.0
grandios	2.0	2.0
fleischer	2.0	0.0
effects-laden	1.0	2.0
supermarket	2.0	9.0
ostott	1.0	0.0
kirkland	1.0	0.0
wexler	3.0	0.0
hokum	2.0	1.0
slave-talk	1.0	0.0
yessuh	1.0	0.0
massuh	1.0	0.0
fer	1.0	0.0
whut'r	1.0	0.0
gittin	1.0	0.0
neglig	5.0	1.0
vicari	2.0	1.0
writh	1.0	2.0
unpretenti	0.0	2.0
mean-spirited	0.0	1.0
duffel	0.0	1.0
breckman	0.0	2.0
nutsi	0.0	1.0
lucill	0.0	1.0
hot-air	0.0	1.0
stopov	0.0	1.0
eva	4.0	1.0
braun	0.0	2.0
abraham	10.0	9.0
pepto-bismol	0.0	1.0
touchy-fe	0.0	3.0
draggi	1.0	0.0
void	3.0	3.0
optimist	5.0	3.0
mckean	2.0	2.0
hallway	4.0	1.0
photo-copi	1.0	0.0
hag	1.0	0.0
tussl	1.0	0.0
tambor	3.0	0.0
sander	3.0	4.0
exorc	2.0	0.0
`disappoint	1.0	0.0
deiti	0.0	1.0
-award	0.0	2.0
ground-break	1.0	3.0
kauffman	0.0	1.0
unwritten	2.0	4.0
blockubust	0.0	1.0
ufo	0.0	5.0
hynek	0.0	1.0
extraterrestri	1.0	6.0
ww2	1.0	2.0
unmatch	1.0	3.0
roswel	0.0	1.0
ufo-rel	0.0	1.0
sonorra	0.0	1.0
neari	0.0	4.0
dreyfuss	5.0	3.0
munci	0.0	1.0
jillian	0.0	3.0
guiler	0.0	1.0
melinda	1.0	3.0
co-oper	0.0	2.0
lacomb	0.0	1.0
